TEMA;TEMA NOMBRE;ENTIDAD;ENTIDAD NOMBRE;ELEMENTO;ELEMENTO NOMBRE;NOMBRE;NIVEL
6;Viario;46;Bordillo Interior;62;Línea de bordillo interior;06_bordillo_l.shp;06046062
6;Viario;51;Camino, Pista;68;Línea de camino, pista.;06_camino_pista_l.shp;06051068
6;Viario;51;Camino, Pista;69;Rótulo de camino, pista 1:1000;06_camino_pista_1000_a.shp;06051069
6;Viario;53;Cañada;70;Línea de cañada;06_cañada_l.shp;06053070
6;Viario;52;Carretera;304;Línea de carretera;06_carretera_l.shp;06052304
6;Viario;52;Carretera;305;Línea de carretera en construcción;06_carretera_en_construccion_l.shp;06052305
6;Viario;52;Carretera;679;Texto de carretera;06_carretera_a.shp;06052679
6;Viario;189;Cuneta carretera, autopista o autovía.;770;Línea de cuneta de carretera, autopista o autovía;06_cuneta_l.shp;06189770
6;Viario;44;Eje de vial;59;Línea de eje de vial;06_eje_vial_l.shp;06044059
6;Viario;169;Infraestructura de viario subterráneo;397;Línea infrestructura viario subterráneo;06_Infra_viario_subterraneo_l.shp;06169397
6;Viario;169;Infraestructura de viario subterráneo;398;Recinto de infraestructura viario subterráneo;06_Infra_viario_subterraneo_l.shp;06169398
6;Viario;48;Pista de Aeropuerto;64;Línea de pista de aeropuerto;06_pista_aeropuerto_l.shp;06048064
6;Viario;139;Quitamiedos;328;Línea de quitamiedos;06_quitamiedos_l.shp;06139328
6;Viario;49;Rampa / Pasarela peatonal;65;Línea de rampa y pasarela peatonal;06_rampa_pasarela_l.shp;06049065
6;Viario;203;Zona de aparcamiento;800;Línea de aparcamiento;06_aparcamiento_l.shp;06203800
7;Altimetría;134;Cota de edificio;183;Rótulo con el valor altimétrico de la cota de coronación de un edificio;07_cota_edificio_a.shp;07134183
7;Altimetría;134;Cota de edificio;183;Rótulo con el valor altimétrico de la cota de coronación de un edificio;07_cota_edificio_a.shp;07134183
7;Altimetría;55;Curvas de nivel;72;Línea de curva de nivel depresión directora;07_curva_nivel_depresion_directora_l.shp;07055072
7;Altimetría;55;Curvas de nivel;73;Línea de curva de nivel depresión normal;07_curva_nivel_depresion_normal_l.shp;07055073
7;Altimetría;55;Curvas de nivel;74;Línea de curva de nivel directora;07_curva_nivel_directora_l.shp;07055074
7;Altimetría;55;Curvas de nivel;75;Línea de curva de nivel normal;07_curva_nivel_l.shp;07055075
7;Altimetría;55;Curvas de nivel;76;Rótulo de Curva de nivel directora;07_curva_nivel_directora_a.shp;07055076
7;Altimetría;57;Escarpado, Talud;78;Línea de delimitación de área de ruptura altimétrica. Talud y escarpado;07_talud_l.shp;07057078
7;Altimetría;191;Punto acotado MDT;782;Símbolo de punto acotado MDT;07_punto_acotado_mdt_a.shp;07191782
7;Altimetría;191;Punto acotado MDT;782;Símbolo de punto acotado MDT;07_punto_acotado_mdt_a.shp;07191782
7;Altimetría;190;Punto acotado sobre rasante o voladizo.;759;Símbolo de punto acotado sobre rasante o voladizo.;07_punto_acotado_rasante_pt.shp;07190759
7;Altimetría;190;Punto acotado sobre rasante o voladizo.;802;Texto de punto acotado sobre rasante o voladizo.;07_punto_acotado_sobre_rasante_a.shp;07190802
7;Altimetría;56;Punto acotado terreno;77;Simbolo de punto acotado;07_punto_acotado_a.shp;07056077
7;Altimetría;56;Punto acotado terreno;77;Simbolo de punto acotado;07_punto_acotado_a.shp;07056077
8;Hidrografía;58;Acequia;79;Línea de acequia;08_acequia_l.shp;08058079
8;Hidrografía;59;Canal;734;Centroide canal restitución;08_canal_centroide_pt.shp;08059734
8;Hidrografía;59;Canal;80;Línea de canal;08_canal_l.shp;08059080
8;Hidrografía;59;Canal;82;Recinto de canal;08_canal_p.shp;08059082
8;Hidrografía;59;Canal;81;Rótulo de canal;08_canal_a.shp;08059081
8;Hidrografía;60;Embalse;735;Etiqueta embalse restitución;08_embalse_centroide_pt.shp;08060735
8;Hidrografía;60;Embalse;83;Línea de embalse;08_embalse_l.shp;08060083
8;Hidrografía;60;Embalse;84;Recinto de embalse;08_embalse_p.shp;08060084
8;Hidrografía;60;Embalse;85;Rótulo de embalse;08_embalse_a.shp;08060085
8;Hidrografía;198;Estanque;739;Etiqueta estanque restitución;08_estanque_centroide_pt.shp;08198739
8;Hidrografía;198;Estanque;793;Línea de estanque;08_estanque_l.shp;08198793
8;Hidrografía;198;Estanque;794;Recinto de estanque;08_estanque_p.shp;08198794
8;Hidrografía;66;Lámina de agua;763;Línea de lámina de agua en fuentes, monumentos, campos de golf;08_lamina_agua_l.shp;08066763
8;Hidrografía;66;Lámina de agua;96;Recinto de lámina de agua en fuentes, monumentos, campos de golf;08_lamina_agua_p.shp;08066096
8;Hidrografía;172;Otros texto de hidrología;681;Texto genérico de hidrología;08_hidrologia_a.shp;08172681
8;Hidrografía;61;Piscina;736;Etiqueta piscina restitución;08_piscina_centroide_pt.shp;08061736
8;Hidrografía;61;Piscina;86;Línea de piscina;08_piscina_l.shp;08061086
8;Hidrografía;61;Piscina;87;Recinto de piscina;08_piscina_p.shp;08061087
8;Hidrografía;61;Piscina;88;Rótulo de piscina;08_piscina_a.shp;08061088
8;Hidrografía;63;Río, Arroyo;733;Centroide de río restitución;08_rio_centroide_pt.shp;08063733
8;Hidrografía;63;Río, Arroyo;92;Línea de río y arroyo;08_rio_arroyo_l.shp;08063092
8;Hidrografía;63;Río, Arroyo;93;Recinto de río, arroyo;08_rio_arroyo_p.shp;08063093
8;Hidrografía;63;Río, Arroyo;329;Rótulo de río, arroyo;08_rio_arroyo_a.shp;08063329
8;Hidrografía;64;Vaguada, barranco;94;Línea de vaguada, barranco;08_vaguada_barranco_l.shp;08064094
9;Callejero;67;Denominación de vía;378;Rótulo de denominación de vial 1:1000;09_rotulacion_viaro_1000_a.shp;09067378
9;Callejero;135;Numeración;98;Rótulo de numeración de direcciones;09_ndps_a.shp;09135098
10;Movilidad;71;Acceso a Metro o Ferrocarril;741;Etiqueta acceso metro restitución;10_acceso_metro_centroide_pt.shp;10071741
10;Movilidad;71;Acceso a Metro o Ferrocarril;104;Línea de acceso a metro o ferrocarril;10_acceso_metro_ferrocarril_l.shp;10071104
10;Movilidad;71;Acceso a Metro o Ferrocarril;688;Recinto de acceso a metro;10_acceso_metro_p.shp;10071688
10;Movilidad;197;Acceso subterráneo peatonal;791;Línea de acceso subterráneo peatonal;10_acceso_subterraneo_peatonal.shp;10197791
10;Movilidad;197;Acceso subterráneo peatonal;792;Recinto de acceso subterráneo peatonal;10_acceso_subterraneo_peatonal_p.shp;10197792
10;Movilidad;69;Andén o muelle;102;Línea de andén o muelle;10_anden_l.shp;10069102
10;Movilidad;70;Ascensor;778;Centroide de ascensor;10_ascensor_pt.shp;10070778
10;Movilidad;70;Ascensor;357;Línea de ascensor;10_ascensor_l.shp;10070357
10;Movilidad;70;Ascensor;103;Recinto de ascensor;10_ascensor_p.shp;10070103
10;Movilidad;75;Autobús;109;Símbolo de marquesina de bus;10_marquesina_pt.shp;10075109
10;Movilidad;80;Carril bici;117;Línea de carril bici;10_carril_bici_l.shp;10080117
10;Movilidad;80;Carril bici;116;Recinto de carril bici;10_carril_bici_p.shp;10080116
10;Movilidad;195;Eje de vía de ferrocarril;786;Eje de vía de ferrocarril;10_eje_ferrocarril_l.shp;10195786
10;Movilidad;72;Ferrocarril;106;Rótulo de ferrocarril 1000;10_ferrocarril_a.shp;10072106
10;Movilidad;72;Ferrocarril;105;Símbolo de ferrocarril;10_ferrocarril_p.shp;10072105
10;Movilidad;73;Metro;108;Rótulo de denominación de Estación de Metro 1:1000;10_metro_1000_a.shp;10073108
10;Movilidad;73;Metro;107;Símbolo de metro;10_metro_pt.shp;10073107
10;Movilidad;84;Señalización horizontal de tráfico;121;Línea de señalización horizontal de tráfico;10_señal_horizontal_l.shp;10084121
10;Movilidad;153;Teleférico;366;Línea de trazado de teleférico;10_teleferico_l.shp;10153366
10;Movilidad;68;Vía;101;Línea de vía;10_via_l.shp;10068101
11;Medio Ambiente;98;Área de juegos infantiles;140;Línea límite de zona de juegos infantiles;11_zona_juegos_infantiles_l.shp;11098140
11;Medio Ambiente;98;Área de juegos infantiles;141;Recinto de zona de juegos infantiles;11_zona_juegos_infantiles_p.shp;11098141
11;Medio Ambiente;150;Área de Pista deportiva;35;Línea de pista deportiva;11_cancha_deportiva_l.shp;11027035
11;Medio Ambiente;150;Área de Pista deportiva;358;Polígono de pista deportiva;11_cancha_deportiva_p.shp;11150358
11;Medio Ambiente;150;Área de Pista deportiva;678;Rótulo de pista deportiva;11_pista_deportiva_a.shp;11150678
11;Medio Ambiente;97;Área de tierra;138;Línea límite de zona de tierra;11_zona_tierra_l.shp;11097138
11;Medio Ambiente;97;Área de tierra;139;Recinto de área de tierra;11_zona_tierra_p.shp;11097139
11;Medio Ambiente;87;Cantera;125;Línea de delimitación de zona de cantera;11_cantera_l.shp;11087125
11;Medio Ambiente;87;Cantera;126;Rótulo de cantera;11_cantera_a.shp;11087126
11;Medio Ambiente;145;Delimitación espacio protegido;338;Línea de delimitación de espacio protegido;11_espacio_protegido_l.shp;11145338
11;Medio Ambiente;199;Depuradora;795;Línea de agua en depuradora;11_agua_depuradora_l.shp;11199795
11;Medio Ambiente;199;Depuradora;796;Recinto de agua en depuradora;11_agua_depuradora_p.shp;11199796
11;Medio Ambiente;144;Invernadero;337;Línea de invernadero;11_invernadero_l.shp;11144337
11;Medio Ambiente;144;Invernadero;336;Recinto de invernadero;11_invernadero_p.shp;11144336
11;Medio Ambiente;95;Parque;341;Línea de parque;11_parque_l.shp;11095341
11;Medio Ambiente;95;Parque;135;Recinto de parque;11_parque_p.shp;11095135
11;Medio Ambiente;95;Parque;774;Rotulo de parque 1000;11_parque_1000_a.shp;11095774
11;Medio Ambiente;90;Senda;129;Línea de senda;11_senda_l.shp;11090129
11;Medio Ambiente;88;Seto;127;Línea de seto;11_seto_l.shp;11088127
11;Medio Ambiente;96;Vertedero, Escombrera, Cantera;342;Línea de vertedero, escombrera, cantera;11_limite_vertedero_escombrera_l.shp;11096342
11;Medio Ambiente;96;Vertedero, Escombrera, Cantera;136;Recinto de vertedero, escombrera, cantera;11_vertedero_escombrera_p.shp;11096136
11;Medio Ambiente;96;Vertedero, Escombrera, Cantera;137;Rótulo de vertedero, escombrera, cantera;11_vertedero_escombrera_a.shp;11096137
11;Medio Ambiente;89;Zona ajardinada;753;Cierre zona ajardinada restitución;11_cierre_zona_ajardinada_l.shp;11089753
11;Medio Ambiente;89;Zona ajardinada;742;Etiqueta jardín restitución;11_zona_ajardinada_centroide_pt.shp;11089742
11;Medio Ambiente;89;Zona ajardinada;743;Etiqueta Jardín sobre Patio restitución;11_zona_ajardinada_sobre_patio_centroide_pt.shp;11089743
11;Medio Ambiente;89;Zona ajardinada;128;Línea de zona ajardinada;11_zona_ajardinada_l.shp;11089128
11;Medio Ambiente;89;Zona ajardinada;371;Recinto de zona ajardinada;11_zona_ajardinada_p.shp;11089371
11;Medio Ambiente;89;Zona ajardinada;685;Recinto de zona ajardinada sobre patio;11_zona_ajardinada_sobre_patio_p.shp;11089685
11;Medio Ambiente;89;Zona ajardinada;370;Rótulo de zona ajardinada;11_zona_ajardinada_a.shp;11089370
11;Medio Ambiente;93;Zona arbolada;132;Línea límite de zona arbolada;11_zona_arbolada_l.shp;11093132
11;Medio Ambiente;93;Zona arbolada;133;Recinto de zona arbolada;11_zona_arbolada_l.shp;11093133
11;Medio Ambiente;133;Zona de uso de suelo definido;360;Límite de uso suelo rústico;11_limite_suelo_rustico_l.shp;11133360
11;Medio Ambiente;133;Zona de uso de suelo definido;71;Recinto de uso suelo rústico;11_suelo_rustico_p.shp;11133071
11;Medio Ambiente;133;Zona de uso de suelo definido;686;Recinto de uso suelo urbano;11_suelo_urbano_p.shp;11133686
11;Medio Ambiente;133;Zona de uso de suelo definido;182;Rótulo de uso de suelo rústico;11_suelo_rustico_a.shp;11133182
12;Mobiliario urbano;103;Balaustrada;146;Línea de balaustrada;12_balaustrada_l.shp;12103146
13;Monumentos;106;Monumento/Estatua/Fuente monumental;751;Centroide  Etiqueta Monumento / Construcción Histórica;13_monumento_centroide_pt.shp;13106751
13;Monumentos;106;Monumento/Estatua/Fuente monumental;740;Etiqueta fuente restitución;13_fuente_centroide_pt.shp;13106740
13;Monumentos;106;Monumento/Estatua/Fuente monumental;150;Línea de monumento, estatua, fuente monumental o puerta.;13_monumento_estatua_fuente_l.shp;13106150
13;Monumentos;106;Monumento/Estatua/Fuente monumental;151;Recinto de monumento, estatua, fuente monumental o puerta.;13_monumento_estatua_fuente_p.shp;13106151
13;Monumentos;106;Monumento/Estatua/Fuente monumental;152;Rótulo de monumento, estatua, fuente monumental o puerta 1:1000;13_monumento_estatua_fuente_a.shp;13106152
15;Alcantarillado;141;Rejilla ventilación;333;Línea de rejilla de ventilación;15_rejilla_ventilacion_l.shp;15141333
15;Alcantarillado;141;Rejilla ventilación;332;Recinto de rejilla de ventilación;15_rejilla_ventilacion_p.shp;15141332
18;Red eléctrica;118;Línea eléctrica;164;Línea de línea eléctrica;18_linea_electrica_l.shp;18118164
18;Red eléctrica;170;Poste indeterminado;674;Símbolo de poste indeterminado;18_poste_indetermiando_pt.shp;18170674
18;Red eléctrica;116;Torre eléctrica;677;Línea de torre eléctrica de alta tensión;18_torre_electrica_l.shp;18116677
18;Red eléctrica;116;Torre eléctrica;162;Símbolo de torre eléctrica;18_torre_electrica_pt.shp;18116162
18;Red eléctrica;117;Transformador;372;Línea de transformador;18_transformador_l.shp;18117372
18;Red eléctrica;117;Transformador;373;Recinto de transformador;18_transformador_p.shp;18117373
21;Toponimia y rotulación auxiliar;126;Área genérica sin especificar;172;Rótulo de área genérica sin especificar;21_area_generica_a.shp;21126172
21;Toponimia y rotulación auxiliar;128;Grandes parajes;174;Rótulo de grandes parajes 1:1000;21_grandes_parajes_a.shp;21128174
21;Toponimia y rotulación auxiliar;127;Otras áreas;173;Rótulo de otras áreas;21_otras_areas_a.shp;21127173
21;Toponimia y rotulación auxiliar;201;Rótulación genérica de elemento común;798;Rótulo genérico de elemento común.;21_rotulo_generico_elemento_comun_a.shp;21201798
21;Toponimia y rotulación auxiliar;129;Urbanización;175;Rótulo de urbanización 1:1000;21_urbanizacion_1000_a.shp;21129175
22;Elementos auxiliares;152;Línea auxiliar de ruptura de islas;365;Línea auxiliar de ruptura de islas;22_auxiliar_ruptura_islas_l.shp;22152365
22;Elementos auxiliares;131;Línea de delimiatación de cambio de escala;180;Línea de delimitación de cambio de escala;22_cambio_escala_l.shp;22131180
22;Elementos auxiliares;130;Marco de hoja cartográfica;762;Linea de cruceta o rejilla de coordenadas;22_cruceta_coordenadas_p.shp;22130762
22;Elementos auxiliares;130;Marco de hoja cartográfica;379;Polígono de marco 1000 con coordenadas ED50;22_malla_1000_ED50_p.shp;22130379
22;Elementos auxiliares;130;Marco de hoja cartográfica;380;Polígono de marco 1000 con coordenadas ETRS89;22_malla_1000_ETRS89_p.shp;22130380
22;Elementos auxiliares;130;Marco de hoja cartográfica;381;Rótulo de marco 1000 de coordenadas ED50;22_marco_1000_ED50_a.shp;22130381
22;Elementos auxiliares;130;Marco de hoja cartográfica;382;Rótulo de marco 1000 de coordenadas ETRS89;22_marco_1000_ETRS89_a.shp;22130382
24;Proyecto de obra;168;Boca túnel proyecto;396;Línea de boca de túnel proyecto;24_boca_tunel_proyecto_l.shp;24168396
24;Proyecto de obra;163;Calzada en superficie proyecto;391;Línea de calzada en superficie proyecto;24_calzada_superficie_proyecto_l.shp;24163391
24;Proyecto de obra;165;Calzada en túnel proyecto;393;Línea de calzada en túnel proyecto;24_calzada_tunel_proyecto_l.shp;24165393
24;Proyecto de obra;164;Carriles-pintura en supeficie proyecto;392;Línea de carriles-pintura en superficie proyecto;24_carriles_pintura_superficie_proyecto_l.shp;24164392
24;Proyecto de obra;166;Carriles-pintura en túnel proyecto;394;Línea de carriles-pintura en túnel proyecto;24_carriles_pintura_tunel_proyecto_l.shp;24166394
24;Proyecto de obra;193;Línea genérica proyecto;783;Línea genérica de proyecto;24_generica_proyecto_l.shp;24193783
24;Proyecto de obra;167;Pantalla túnel proyecto;395;Línea de pantalla túnel proyecto;24_pantalla_tunel_proyecto_l.shp;24167395
