,timestamp,interpolated_air_quality,latitude,longitude
924,2019-12-05 22:57:00+00:00,9.272655244480836,40.3222259,-3.759255
925,2019-12-06 10:46:00+00:00,12.461033932299154,40.3224116,-3.759343
926,2019-12-06 11:20:00+00:00,13.132736073432202,40.3401454,-3.7331842
927,2019-12-06 12:42:00+00:00,12.902005799264167,40.3392098,-3.7325604
928,2019-12-06 13:28:00+00:00,10.459637174048568,40.3222259,-3.759255
929,2019-12-07 10:52:00+00:00,75.18268892733998,40.3234501,-3.7631278
930,2019-12-07 11:22:00+00:00,55.257441913234246,40.3222259,-3.759255
931,2019-12-09 09:19:00+00:00,12.968475794822279,40.3223067,-3.7591779
932,2019-12-09 09:45:00+00:00,13.046608292728875,40.33106,-3.767803
933,2019-12-09 12:10:00+00:00,16.371983581340366,40.3310079,-3.768073
934,2019-12-09 14:03:00+00:00,11.08238347728612,40.3222259,-3.759255
935,2019-12-10 07:29:00+00:00,15.149327303168539,40.3221455,-3.7593246
936,2019-12-10 07:53:00+00:00,15.358419503877615,40.3325323,-3.7653171
937,2019-12-10 18:01:00+00:00,64.52590974668348,40.3332697,-3.7653349
938,2019-12-10 18:15:00+00:00,64.4893426694551,40.3286506,-3.7718841
939,2019-12-10 18:25:00+00:00,64.56964397754464,40.3222259,-3.759255
940,2019-12-11 13:30:00+00:00,21.588471630734304,40.3229581,-3.7583353
941,2019-12-11 13:38:00+00:00,21.564731652288813,40.3265802,-3.7594774
942,2019-12-11 13:43:00+00:00,21.55955493110562,40.3263399,-3.7597392
943,2019-12-11 14:00:00+00:00,8.050797555979262,40.3325323,-3.7653171
944,2019-12-11 15:21:00+00:00,7.038500081662226,40.3334448,-3.7654243
945,2019-12-11 21:05:00+00:00,8.39581028747905,40.3223228,-3.7592299
946,2019-12-12 09:30:00+00:00,22.25973685017381,40.3223303,-3.7591995
947,2019-12-12 10:15:00+00:00,22.35849958449017,40.3325323,-3.7653171
948,2019-12-12 12:15:00+00:00,13.190240979374737,40.3319779,-3.7651075
949,2019-12-12 12:49:00+00:00,13.331138339519253,40.3358362,-3.7767035
950,2019-12-12 13:25:00+00:00,11.348587468513347,40.3357292,-3.7767067
951,2019-12-12 14:12:00+00:00,13.716518685305001,40.3325323,-3.7653171
952,2019-12-12 19:56:00+00:00,13.117146021764944,40.3298408,-3.7640633
953,2019-12-12 20:10:00+00:00,6.03685797743497,40.3299442,-3.7645505
954,2019-12-12 20:18:00+00:00,6.063320578172781,40.331382,-3.7677946
955,2019-12-12 20:42:00+00:00,5.989476412066166,40.3223228,-3.7592299
956,2019-12-13 13:23:00+00:00,10.166376870867117,40.3222583,-3.7592512
957,2019-12-13 13:56:00+00:00,10.196035496448484,40.3325323,-3.7653171
958,2019-12-13 19:06:00+00:00,10.244067420042008,40.3318407,-3.7654218
959,2019-12-13 19:14:00+00:00,10.27254744048061,40.3297772,-3.7695314
960,2019-12-13 19:24:00+00:00,10.276243289631285,40.3299798,-3.7698601
961,2019-12-13 19:45:00+00:00,10.155761485372729,40.3223228,-3.7592299
962,2019-12-14 19:17:00+00:00,19.958003442719566,40.3224375,-3.7593068
963,2019-12-14 19:21:00+00:00,20.03824068606981,40.3234501,-3.7631278
964,2019-12-14 19:56:00+00:00,20.004499189142177,40.3242621,-3.7614443
965,2019-12-14 20:02:00+00:00,16.99912362124092,40.3223228,-3.7592299
966,2019-12-15 19:41:00+00:00,16.6523722986292,40.3223599,-3.7592462
967,2019-12-15 20:00:00+00:00,11.665322067609972,40.326829,-3.762878
968,2019-12-15 20:48:00+00:00,11.664992834461234,40.327365,-3.7639843
969,2019-12-15 20:58:00+00:00,11.665578482605797,40.3223228,-3.7592299
970,2019-12-16 09:16:00+00:00,25.639617459867402,40.3222259,-3.759255
971,2019-12-16 11:24:00+00:00,27.844299146215405,40.3223236,-3.7591981
972,2019-12-16 11:56:00+00:00,28.230247549755738,40.3325323,-3.7653171
973,2019-12-16 12:15:00+00:00,48.88758457141108,40.331794,-3.7642168
974,2019-12-16 12:41:00+00:00,47.56114411005518,40.3222259,-3.759255
975,2019-12-17 01:03:00+00:00,3.771449777849511,40.3223228,-3.7592299
976,2019-12-17 17:47:00+00:00,16.17507134251789,40.3222259,-3.759255
977,2019-12-18 14:18:00+00:00,10.875402726699388,40.3223943,-3.7593289
978,2019-12-18 14:49:00+00:00,10.956277090876743,40.3325323,-3.7653171
979,2019-12-18 18:07:00+00:00,24.70275657574021,40.333504,-3.7656794
980,2019-12-18 18:24:00+00:00,24.88704912496499,40.3287826,-3.7713849
981,2019-12-18 18:37:00+00:00,24.14043346598927,40.3222259,-3.759255
982,2019-12-19 00:12:00+00:00,5.354592314502793,40.3223228,-3.7592299
983,2019-12-19 19:21:00+00:00,18.647023939473087,40.3223148,-3.7592318
984,2019-12-19 19:54:00+00:00,16.165842379272135,40.3401454,-3.7331842
985,2019-12-19 21:13:00+00:00,9.472141922592886,40.3392302,-3.7319258
986,2019-12-19 21:34:00+00:00,10.927211263222242,40.3223228,-3.7592299
987,2019-12-20 16:25:00+00:00,9.144407049778302,40.3223065,-3.7591828
988,2019-12-20 16:42:00+00:00,9.10454710816441,40.3297772,-3.7695314
989,2019-12-20 17:06:00+00:00,9.954320635008955,40.3277441,-3.7719227
990,2019-12-20 17:14:00+00:00,9.799019211401161,40.3392302,-3.7319258
991,2019-12-20 17:22:00+00:00,9.817138192699192,40.3401454,-3.7331842
992,2019-12-20 19:21:00+00:00,12.295567608153204,40.3432476,-3.7357336
993,2019-12-20 19:48:00+00:00,13.469135826899267,40.3223228,-3.7592299
994,2019-12-21 09:07:00+00:00,5.80131301226509,40.3222994,-3.7591786
995,2019-12-21 10:01:00+00:00,6.100312104868666,40.3401454,-3.7331842
996,2019-12-21 12:56:00+00:00,7.526349899301791,40.33922,-3.7322431
997,2019-12-21 13:35:00+00:00,8.926236271200244,40.3223228,-3.7592299
998,2019-12-21 15:50:00+00:00,6.363721689285272,40.3223308,-3.759202
999,2019-12-21 16:33:00+00:00,5.700448572323945,40.3401454,-3.7331842
1000,2019-12-21 16:42:00+00:00,5.6275912391633005,40.3407504,-3.7414801
1001,2019-12-21 17:03:00+00:00,2.2694836233064395,40.4187275,-3.695996
1002,2019-12-21 17:21:00+00:00,2.452032188844429,40.4198258,-3.6995226
1003,2019-12-21 17:45:00+00:00,2.3278308563448076,40.4198952,-3.7057993
1004,2019-12-21 18:26:00+00:00,2.895788083432951,40.419842,-3.6992533
1005,2019-12-21 18:40:00+00:00,3.184168939255181,40.42542,-3.69101
1006,2019-12-21 19:04:00+00:00,4.029151224172071,40.426346,-3.687925
1007,2019-12-21 19:38:00+00:00,3.0509960572221084,40.4197261,-3.6929115
1008,2019-12-21 20:25:00+00:00,6.269074504269816,40.32883,-3.7712982
1009,2019-12-21 20:32:00+00:00,6.270146349592079,40.3288439,-3.7714174
1010,2019-12-21 20:41:00+00:00,6.177229816294368,40.3234501,-3.7631278
1011,2019-12-21 20:58:00+00:00,6.159764135065305,40.3242621,-3.7614443
1012,2019-12-21 21:02:00+00:00,5.270743187148743,40.3223228,-3.7592299
1013,2019-12-22 12:18:00+00:00,5.323065817777585,40.3234501,-3.7631278
1014,2019-12-22 12:24:00+00:00,5.322886236296162,40.3242621,-3.7614443
1015,2019-12-22 12:33:00+00:00,5.322484748058834,40.3223228,-3.7592299
