28,079,004,01,38,02,2021,10,01,00011,N,00011,N,00012,N,00011,N,00011,N,00012,N,00012,N,00013,N,00015,N,00017,N,00014,N,00012,N,00012,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,004,01,38,02,2021,10,08,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00007,N,00009,N,00008,N,00008,N,00010,N,00011,N,00012,N,00011,N
28,079,004,01,38,02,2021,10,09,00011,N,00011,N,00011,N,00011,N,00011,N,00011,N,00012,N,00012,N,00015,N,00016,N,00014,N,00012,N,00011,N,00009,N,00009,N,00008,N,00008,N,00009,N,00007,N,00008,N,00010,N,00012,N,00012,N,00012,N
28,079,004,01,38,02,2021,10,10,00012,N,00012,N,00011,N,00012,N,00011,N,00012,N,00012,N,00011,N,00012,N,00012,N,00011,N,00011,N,00011,N,00010,N,00009,N,00009,N,00009,N,00008,N,00009,N,00008,N,00010,N,00011,N,00012,N,00012,N
28,079,004,01,38,02,2021,10,11,00012,N,00012,N,00012,N,00011,N,00011,N,00011,N,00011,N,00012,N,00015,N,00016,N,00012,N,00011,N,00011,N,00010,N,00009,N,00009,N,00009,N,00009,N,00009,N,00010,N,00011,N,00012,N,00012,N,00012,N
28,079,004,01,38,02,2021,10,12,00012,N,00012,N,00011,N,00012,N,00012,N,00012,N,00012,N,00013,N,00014,N,00014,N,00013,N,00012,N,00012,N,00010,N,00008,N,00008,N,00008,N,00007,N,00007,N,00009,N,00010,N,00011,N,00011,N,00011,N
28,079,004,01,38,02,2021,10,13,00012,N,00011,N,00011,N,00012,N,00012,N,00013,N,00013,N,00015,N,00019,N,00019,N,00015,N,00013,N,00011,N,00009,N,00008,N,00009,N,00010,N,00010,N,00008,N,00009,N,00011,N,00012,N,00012,N,00012,N
28,079,004,01,38,02,2021,10,14,00012,N,00013,N,00013,N,00014,N,00013,N,00013,N,00014,N,00016,N,00020,N,00019,N,00017,N,00015,N,00012,N,00011,N,00009,N,00010,N,00009,N,00009,N,00009,N,00010,N,00011,N,00013,N,00014,N,00014,N
28,079,004,01,38,02,2021,10,15,00013,N,00013,N,00013,N,00013,N,00014,N,00014,N,00015,N,00015,N,00019,N,00019,N,00017,N,00015,N,00012,N,00010,N,00009,N,00009,N,00010,N,00009,N,00008,N,00009,N,00010,N,00011,N,00011,N,00011,N
28,079,004,01,38,02,2021,10,16,00011,N,00012,N,00012,N,00012,N,00012,N,00013,N,00014,N,00014,N,00016,N,00015,N,00013,N,00014,N,00013,N,00011,N,00010,N,00010,N,00010,N,00010,N,00010,N,00010,N,00011,N,00012,N,00013,N,00012,N
28,079,004,01,38,02,2021,10,17,00011,N,00013,N,00013,N,00012,N,00011,N,00011,N,00012,N,00011,N,00012,N,00012,N,00012,N,00012,N,00011,N,00010,N,00009,N,00009,N,00009,N,00010,N,00009,N,00010,N,00011,N,00011,N,00011,N,00012,N
28,079,004,01,38,02,2021,10,18,00012,N,00011,N,00011,N,00012,N,00012,N,00015,N,00013,N,00013,N,00015,N,00015,N,00015,N,00013,N,00011,N,00009,N,00008,N,00008,N,00016,N,00002,V,00001,V,00001,V,00003,V,00005,V,00006,V,00005,V
28,079,004,01,38,02,2021,10,19,00005,V,00005,V,00005,V,00004,V,00004,V,00004,V,00005,V,00006,V,00009,V,00010,V,00007,V,00003,V,00003,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00003,V,00006,V,00005,V,00005,V
28,079,004,01,38,02,2021,10,20,00005,V,00004,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00010,V,00010,V,00008,V,00005,V,00004,V,00003,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00003,V,00003,V,00003,V,00003,V
28,079,004,01,38,02,2021,10,21,00004,V,00003,V,00004,V,00004,V,00004,V,00004,V,00004,V,00005,V,00007,V,00006,V,00006,V,00006,V,00004,V,00002,V,00001,V,00002,V,00001,V,00002,V,00001,V,00001,V,00002,V,00003,V,00003,V,00004,V
